trial_id,sentence_id,sentence,inclusion,ent_text,ent_type
3,30,"History of diabetic ketoacidosis (DKA), type 1 diabetes mellitus (T1DM), pancreas or cell transplantation, or diabetes secondary to pancreatitis or pancreatectomy or maturity onset diabetes of the young (MODY) ",0,diabetic ketoacidosis,PROBLEM
3,30,"History of diabetic ketoacidosis (DKA), type 1 diabetes mellitus (T1DM), pancreas or cell transplantation, or diabetes secondary to pancreatitis or pancreatectomy or maturity onset diabetes of the young (MODY) ",0,DKA,PROBLEM
3,30,"History of diabetic ketoacidosis (DKA), type 1 diabetes mellitus (T1DM), pancreas or cell transplantation, or diabetes secondary to pancreatitis or pancreatectomy or maturity onset diabetes of the young (MODY) ",0,type 1 diabetes mellitus,PROBLEM
3,30,"History of diabetic ketoacidosis (DKA), type 1 diabetes mellitus (T1DM), pancreas or cell transplantation, or diabetes secondary to pancreatitis or pancreatectomy or maturity onset diabetes of the young (MODY) ",0,T1DM),PROBLEM
3,30,"History of diabetic ketoacidosis (DKA), type 1 diabetes mellitus (T1DM), pancreas or cell transplantation, or diabetes secondary to pancreatitis or pancreatectomy or maturity onset diabetes of the young (MODY) ",0,pancreas or cell transplantation,TREATMENT
3,30,"History of diabetic ketoacidosis (DKA), type 1 diabetes mellitus (T1DM), pancreas or cell transplantation, or diabetes secondary to pancreatitis or pancreatectomy or maturity onset diabetes of the young (MODY) ",0,diabetes,PROBLEM
3,30,"History of diabetic ketoacidosis (DKA), type 1 diabetes mellitus (T1DM), pancreas or cell transplantation, or diabetes secondary to pancreatitis or pancreatectomy or maturity onset diabetes of the young (MODY) ",0,pancreatitis,PROBLEM
3,30,"History of diabetic ketoacidosis (DKA), type 1 diabetes mellitus (T1DM), pancreas or cell transplantation, or diabetes secondary to pancreatitis or pancreatectomy or maturity onset diabetes of the young (MODY) ",0,pancreatectomy,TREATMENT
3,30,"History of diabetic ketoacidosis (DKA), type 1 diabetes mellitus (T1DM), pancreas or cell transplantation, or diabetes secondary to pancreatitis or pancreatectomy or maturity onset diabetes of the young (MODY) ",0,maturity onset diabetes of the young (MODY),PROBLEM
3,31,"Participants on any antihyperglycemic agents (AHAs) other than metformin, or injectable insulin within 8 weeks of the first dose of study drug (that is Day 1) ",0,any antihyperglycemic agents,TREATMENT
3,31,"Participants on any antihyperglycemic agents (AHAs) other than metformin, or injectable insulin within 8 weeks of the first dose of study drug (that is Day 1) ",0,metformin,TREATMENT
3,31,"Participants on any antihyperglycemic agents (AHAs) other than metformin, or injectable insulin within 8 weeks of the first dose of study drug (that is Day 1) ",0,injectable insulin,TREATMENT
3,31,"Participants on any antihyperglycemic agents (AHAs) other than metformin, or injectable insulin within 8 weeks of the first dose of study drug (that is Day 1) ",0,study drug,TREATMENT
3,32,"Repeated (2 or more over a 1-week period) fasting self-monitoring of blood glucose (SMBG) measurements >270 milligram/deciliter (mg/dL) (>15 millimole/liter [mmol/L]) during the pretreatment phase, despite reinforcement of diet and exercise counseling ",0,blood glucose,TEST
3,32,"Repeated (2 or more over a 1-week period) fasting self-monitoring of blood glucose (SMBG) measurements >270 milligram/deciliter (mg/dL) (>15 millimole/liter [mmol/L]) during the pretreatment phase, despite reinforcement of diet and exercise counseling ",0,SMBG,TEST
3,32,"Repeated (2 or more over a 1-week period) fasting self-monitoring of blood glucose (SMBG) measurements >270 milligram/deciliter (mg/dL) (>15 millimole/liter [mmol/L]) during the pretreatment phase, despite reinforcement of diet and exercise counseling ",0,the pretreatment phase,TREATMENT
3,32,"Repeated (2 or more over a 1-week period) fasting self-monitoring of blood glucose (SMBG) measurements >270 milligram/deciliter (mg/dL) (>15 millimole/liter [mmol/L]) during the pretreatment phase, despite reinforcement of diet and exercise counseling ",0,exercise counseling,TREATMENT
3,33,Severe hypoglycemia within 6 months prior to Day 1 ,0,Severe hypoglycemia,PROBLEM
3,34,History of hereditary glucose-galactose malabsorption or primary renal glucosuria ,0,hereditary glucose-galactose malabsorption,PROBLEM
3,34,History of hereditary glucose-galactose malabsorption or primary renal glucosuria ,0,primary renal glucosuria,PROBLEM
3,35,"Alanine aminotransferase level >5.0 times the upper limit of normal (ULN) or total bilirubin >1.5 times the ULN at screening (for elevations in bilirubin: if, in the opinion of the investigator and agreed upon by the sponsor's medical officer, the elevation in bilirubin is consistent with Gilbert's disease, the subject may participate)",0,Alanine aminotransferase level,TEST
3,35,"Alanine aminotransferase level >5.0 times the upper limit of normal (ULN) or total bilirubin >1.5 times the ULN at screening (for elevations in bilirubin: if, in the opinion of the investigator and agreed upon by the sponsor's medical officer, the elevation in bilirubin is consistent with Gilbert's disease, the subject may participate)",0,ULN,TEST
3,35,"Alanine aminotransferase level >5.0 times the upper limit of normal (ULN) or total bilirubin >1.5 times the ULN at screening (for elevations in bilirubin: if, in the opinion of the investigator and agreed upon by the sponsor's medical officer, the elevation in bilirubin is consistent with Gilbert's disease, the subject may participate)",0,total bilirubin,TEST
3,35,"Alanine aminotransferase level >5.0 times the upper limit of normal (ULN) or total bilirubin >1.5 times the ULN at screening (for elevations in bilirubin: if, in the opinion of the investigator and agreed upon by the sponsor's medical officer, the elevation in bilirubin is consistent with Gilbert's disease, the subject may participate)",0,the ULN at screening,TEST
3,35,"Alanine aminotransferase level >5.0 times the upper limit of normal (ULN) or total bilirubin >1.5 times the ULN at screening (for elevations in bilirubin: if, in the opinion of the investigator and agreed upon by the sponsor's medical officer, the elevation in bilirubin is consistent with Gilbert's disease, the subject may participate)",0,elevations in bilirubin,PROBLEM
3,35,"Alanine aminotransferase level >5.0 times the upper limit of normal (ULN) or total bilirubin >1.5 times the ULN at screening (for elevations in bilirubin: if, in the opinion of the investigator and agreed upon by the sponsor's medical officer, the elevation in bilirubin is consistent with Gilbert's disease, the subject may participate)",0,the elevation in bilirubin,PROBLEM
3,35,"Alanine aminotransferase level >5.0 times the upper limit of normal (ULN) or total bilirubin >1.5 times the ULN at screening (for elevations in bilirubin: if, in the opinion of the investigator and agreed upon by the sponsor's medical officer, the elevation in bilirubin is consistent with Gilbert's disease, the subject may participate)",0,Gilbert's disease,PROBLEM
4,36,"Male or female, aged between 18 and 72 years (both inclusive) at the time of signing informed consent. ",1,,
4,37,Body mass index between 18.5 and 37.9 kg/m^2 (both inclusive). ,1,Body mass index,TEST
4,38,Diagnosed with type 2 diabetes mellitus greater than or equal to 180 days prior to the day of screening. ,1,type 2 diabetes mellitus,PROBLEM
4,38,Diagnosed with type 2 diabetes mellitus greater than or equal to 180 days prior to the day of screening. ,1,screening,TEST
4,39,Glycosylated haemoglobin type A1c (HbA1c) less than or equal to 9.0% (less than or equal to 74 mmol/mol) at screening. ,1,Glycosylated haemoglobin type A1c,TEST
4,39,Glycosylated haemoglobin type A1c (HbA1c) less than or equal to 9.0% (less than or equal to 74 mmol/mol) at screening. ,1,HbA1c,TEST
4,39,Glycosylated haemoglobin type A1c (HbA1c) less than or equal to 9.0% (less than or equal to 74 mmol/mol) at screening. ,1,screening,TEST
4,40,Current total daily insulin treatment between 0.2 and 1.0 U/kg/day (both inclusive). ,1,Current total daily insulin treatment,TREATMENT
4,41,Known or suspected hypersensitivity to trial products or related products. ,0,hypersensitivity,PROBLEM
4,41,Known or suspected hypersensitivity to trial products or related products. ,0,trial products,TREATMENT
4,42,"Female who is pregnant, breast-feeding or intends to become pregnant or is of child-bearing potential and not using an adequate contraceptive method. ",0,an adequate contraceptive method,TREATMENT
4,43,"Presence or history of any clinically relevant respiratory, metabolic, renal, hepatic, gastrointestinal, endocrinological conditions (except conditions associated with diabetes mellitus).",0,"any clinically relevant respiratory, metabolic, renal, hepatic, gastrointestinal, endocrinological conditions",PROBLEM
4,43,"Presence or history of any clinically relevant respiratory, metabolic, renal, hepatic, gastrointestinal, endocrinological conditions (except conditions associated with diabetes mellitus).",0,diabetes mellitus,PROBLEM
5,44,"Patients who are participating (or who have participated) in qualifying studies and who have not been required to discontinue study treatment for protocol or safety reasons and who have completed required End-of-Treatment and/or Follow-up visits in a prior clinical study with bardoxolone methyl and who, according to the assessment of the investigator, have a potential positive benefit-risk assessment for participating in the trial. ",1,study treatment,TREATMENT
5,44,"Patients who are participating (or who have participated) in qualifying studies and who have not been required to discontinue study treatment for protocol or safety reasons and who have completed required End-of-Treatment and/or Follow-up visits in a prior clinical study with bardoxolone methyl and who, according to the assessment of the investigator, have a potential positive benefit-risk assessment for participating in the trial. ",1,protocol,TREATMENT
5,45,"Meets the following eligibility criteria based on assessments from the prior qualifying study (last on-treatment visit) or from a screening visit, if applicable: 1. Not expected to reach end stage kidney disease (ESKD) or nephrotic syndrome within 12 weeks of study enrollment, in the investigator's judgement; subjects with eGFR <20 ml/min/1.73m2 should be discussed with the medical monitor before enrollment (e.g., such subjects with an average rate of eGFR decline > 1.0 ml/min/1.73m2 per month in the 3 months prior to eligibility assessment may not be eligible); 2. BNP < 200 pg/mL at the last on-treatment visit in the prior qualifying study or at a new screening visit, if applicable; 3. No occurrence of a cardiovascular serious adverse event in the prior qualifying study or in the interval between the end of the qualifying study and the screening visit, if applicable. ",1,assessments,TEST
5,45,"Meets the following eligibility criteria based on assessments from the prior qualifying study (last on-treatment visit) or from a screening visit, if applicable: 1. Not expected to reach end stage kidney disease (ESKD) or nephrotic syndrome within 12 weeks of study enrollment, in the investigator's judgement; subjects with eGFR <20 ml/min/1.73m2 should be discussed with the medical monitor before enrollment (e.g., such subjects with an average rate of eGFR decline > 1.0 ml/min/1.73m2 per month in the 3 months prior to eligibility assessment may not be eligible); 2. BNP < 200 pg/mL at the last on-treatment visit in the prior qualifying study or at a new screening visit, if applicable; 3. No occurrence of a cardiovascular serious adverse event in the prior qualifying study or in the interval between the end of the qualifying study and the screening visit, if applicable. ",1,the prior qualifying study,TEST
5,45,"Meets the following eligibility criteria based on assessments from the prior qualifying study (last on-treatment visit) or from a screening visit, if applicable: 1. Not expected to reach end stage kidney disease (ESKD) or nephrotic syndrome within 12 weeks of study enrollment, in the investigator's judgement; subjects with eGFR <20 ml/min/1.73m2 should be discussed with the medical monitor before enrollment (e.g., such subjects with an average rate of eGFR decline > 1.0 ml/min/1.73m2 per month in the 3 months prior to eligibility assessment may not be eligible); 2. BNP < 200 pg/mL at the last on-treatment visit in the prior qualifying study or at a new screening visit, if applicable; 3. No occurrence of a cardiovascular serious adverse event in the prior qualifying study or in the interval between the end of the qualifying study and the screening visit, if applicable. ",1,end stage kidney disease,PROBLEM
5,45,"Meets the following eligibility criteria based on assessments from the prior qualifying study (last on-treatment visit) or from a screening visit, if applicable: 1. Not expected to reach end stage kidney disease (ESKD) or nephrotic syndrome within 12 weeks of study enrollment, in the investigator's judgement; subjects with eGFR <20 ml/min/1.73m2 should be discussed with the medical monitor before enrollment (e.g., such subjects with an average rate of eGFR decline > 1.0 ml/min/1.73m2 per month in the 3 months prior to eligibility assessment may not be eligible); 2. BNP < 200 pg/mL at the last on-treatment visit in the prior qualifying study or at a new screening visit, if applicable; 3. No occurrence of a cardiovascular serious adverse event in the prior qualifying study or in the interval between the end of the qualifying study and the screening visit, if applicable. ",1,ESKD),PROBLEM
5,45,"Meets the following eligibility criteria based on assessments from the prior qualifying study (last on-treatment visit) or from a screening visit, if applicable: 1. Not expected to reach end stage kidney disease (ESKD) or nephrotic syndrome within 12 weeks of study enrollment, in the investigator's judgement; subjects with eGFR <20 ml/min/1.73m2 should be discussed with the medical monitor before enrollment (e.g., such subjects with an average rate of eGFR decline > 1.0 ml/min/1.73m2 per month in the 3 months prior to eligibility assessment may not be eligible); 2. BNP < 200 pg/mL at the last on-treatment visit in the prior qualifying study or at a new screening visit, if applicable; 3. No occurrence of a cardiovascular serious adverse event in the prior qualifying study or in the interval between the end of the qualifying study and the screening visit, if applicable. ",1,nephrotic syndrome,PROBLEM
5,45,"Meets the following eligibility criteria based on assessments from the prior qualifying study (last on-treatment visit) or from a screening visit, if applicable: 1. Not expected to reach end stage kidney disease (ESKD) or nephrotic syndrome within 12 weeks of study enrollment, in the investigator's judgement; subjects with eGFR <20 ml/min/1.73m2 should be discussed with the medical monitor before enrollment (e.g., such subjects with an average rate of eGFR decline > 1.0 ml/min/1.73m2 per month in the 3 months prior to eligibility assessment may not be eligible); 2. BNP < 200 pg/mL at the last on-treatment visit in the prior qualifying study or at a new screening visit, if applicable; 3. No occurrence of a cardiovascular serious adverse event in the prior qualifying study or in the interval between the end of the qualifying study and the screening visit, if applicable. ",1,study enrollment,TEST
5,45,"Meets the following eligibility criteria based on assessments from the prior qualifying study (last on-treatment visit) or from a screening visit, if applicable: 1. Not expected to reach end stage kidney disease (ESKD) or nephrotic syndrome within 12 weeks of study enrollment, in the investigator's judgement; subjects with eGFR <20 ml/min/1.73m2 should be discussed with the medical monitor before enrollment (e.g., such subjects with an average rate of eGFR decline > 1.0 ml/min/1.73m2 per month in the 3 months prior to eligibility assessment may not be eligible); 2. BNP < 200 pg/mL at the last on-treatment visit in the prior qualifying study or at a new screening visit, if applicable; 3. No occurrence of a cardiovascular serious adverse event in the prior qualifying study or in the interval between the end of the qualifying study and the screening visit, if applicable. ",1,eGFR,TEST
5,45,"Meets the following eligibility criteria based on assessments from the prior qualifying study (last on-treatment visit) or from a screening visit, if applicable: 1. Not expected to reach end stage kidney disease (ESKD) or nephrotic syndrome within 12 weeks of study enrollment, in the investigator's judgement; subjects with eGFR <20 ml/min/1.73m2 should be discussed with the medical monitor before enrollment (e.g., such subjects with an average rate of eGFR decline > 1.0 ml/min/1.73m2 per month in the 3 months prior to eligibility assessment may not be eligible); 2. BNP < 200 pg/mL at the last on-treatment visit in the prior qualifying study or at a new screening visit, if applicable; 3. No occurrence of a cardiovascular serious adverse event in the prior qualifying study or in the interval between the end of the qualifying study and the screening visit, if applicable. ",1,eGFR decline,PROBLEM
5,45,"Meets the following eligibility criteria based on assessments from the prior qualifying study (last on-treatment visit) or from a screening visit, if applicable: 1. Not expected to reach end stage kidney disease (ESKD) or nephrotic syndrome within 12 weeks of study enrollment, in the investigator's judgement; subjects with eGFR <20 ml/min/1.73m2 should be discussed with the medical monitor before enrollment (e.g., such subjects with an average rate of eGFR decline > 1.0 ml/min/1.73m2 per month in the 3 months prior to eligibility assessment may not be eligible); 2. BNP < 200 pg/mL at the last on-treatment visit in the prior qualifying study or at a new screening visit, if applicable; 3. No occurrence of a cardiovascular serious adverse event in the prior qualifying study or in the interval between the end of the qualifying study and the screening visit, if applicable. ",1,eligibility assessment,TEST
5,45,"Meets the following eligibility criteria based on assessments from the prior qualifying study (last on-treatment visit) or from a screening visit, if applicable: 1. Not expected to reach end stage kidney disease (ESKD) or nephrotic syndrome within 12 weeks of study enrollment, in the investigator's judgement; subjects with eGFR <20 ml/min/1.73m2 should be discussed with the medical monitor before enrollment (e.g., such subjects with an average rate of eGFR decline > 1.0 ml/min/1.73m2 per month in the 3 months prior to eligibility assessment may not be eligible); 2. BNP < 200 pg/mL at the last on-treatment visit in the prior qualifying study or at a new screening visit, if applicable; 3. No occurrence of a cardiovascular serious adverse event in the prior qualifying study or in the interval between the end of the qualifying study and the screening visit, if applicable. ",1,BNP,TEST
5,45,"Meets the following eligibility criteria based on assessments from the prior qualifying study (last on-treatment visit) or from a screening visit, if applicable: 1. Not expected to reach end stage kidney disease (ESKD) or nephrotic syndrome within 12 weeks of study enrollment, in the investigator's judgement; subjects with eGFR <20 ml/min/1.73m2 should be discussed with the medical monitor before enrollment (e.g., such subjects with an average rate of eGFR decline > 1.0 ml/min/1.73m2 per month in the 3 months prior to eligibility assessment may not be eligible); 2. BNP < 200 pg/mL at the last on-treatment visit in the prior qualifying study or at a new screening visit, if applicable; 3. No occurrence of a cardiovascular serious adverse event in the prior qualifying study or in the interval between the end of the qualifying study and the screening visit, if applicable. ",1,a cardiovascular serious adverse event,PROBLEM
5,45,"Meets the following eligibility criteria based on assessments from the prior qualifying study (last on-treatment visit) or from a screening visit, if applicable: 1. Not expected to reach end stage kidney disease (ESKD) or nephrotic syndrome within 12 weeks of study enrollment, in the investigator's judgement; subjects with eGFR <20 ml/min/1.73m2 should be discussed with the medical monitor before enrollment (e.g., such subjects with an average rate of eGFR decline > 1.0 ml/min/1.73m2 per month in the 3 months prior to eligibility assessment may not be eligible); 2. BNP < 200 pg/mL at the last on-treatment visit in the prior qualifying study or at a new screening visit, if applicable; 3. No occurrence of a cardiovascular serious adverse event in the prior qualifying study or in the interval between the end of the qualifying study and the screening visit, if applicable. ",1,the prior qualifying study,TEST
5,45,"Meets the following eligibility criteria based on assessments from the prior qualifying study (last on-treatment visit) or from a screening visit, if applicable: 1. Not expected to reach end stage kidney disease (ESKD) or nephrotic syndrome within 12 weeks of study enrollment, in the investigator's judgement; subjects with eGFR <20 ml/min/1.73m2 should be discussed with the medical monitor before enrollment (e.g., such subjects with an average rate of eGFR decline > 1.0 ml/min/1.73m2 per month in the 3 months prior to eligibility assessment may not be eligible); 2. BNP < 200 pg/mL at the last on-treatment visit in the prior qualifying study or at a new screening visit, if applicable; 3. No occurrence of a cardiovascular serious adverse event in the prior qualifying study or in the interval between the end of the qualifying study and the screening visit, if applicable. ",1,the qualifying study,TEST
5,46,"Willing and able to comply with scheduled visits, treatment plan, laboratory tests, and other study procedures. ",1,treatment plan,TREATMENT
5,46,"Willing and able to comply with scheduled visits, treatment plan, laboratory tests, and other study procedures. ",1,laboratory tests,TEST
5,46,"Willing and able to comply with scheduled visits, treatment plan, laboratory tests, and other study procedures. ",1,other study procedures,TEST
5,47,Evidence of a personally signed and dated informed consent document (and assent form if necessary) indicating that the patient (or a legally acceptable representative) has been informed of all pertinent aspects of the study prior to initiation of any protocol-mandated procedures. ,1,the study,TEST
5,47,Evidence of a personally signed and dated informed consent document (and assent form if necessary) indicating that the patient (or a legally acceptable representative) has been informed of all pertinent aspects of the study prior to initiation of any protocol-mandated procedures. ,1,any protocol-mandated procedures,TREATMENT
5,48,Participation in other investigational clinical studies involving interventional products being tested or used in a way different from the approved form or when used for an unapproved indication; ,0,investigational clinical studies,TEST
5,48,Participation in other investigational clinical studies involving interventional products being tested or used in a way different from the approved form or when used for an unapproved indication; ,0,interventional products,TREATMENT
5,49,Patients who have an ongoing SAE from a clinical study that is assessed by the investigator as related to bardoxolone methyl; ,0,an ongoing SAE,PROBLEM
5,49,Patients who have an ongoing SAE from a clinical study that is assessed by the investigator as related to bardoxolone methyl; ,0,a clinical study,TEST
5,49,Patients who have an ongoing SAE from a clinical study that is assessed by the investigator as related to bardoxolone methyl; ,0,bardoxolone methyl,TREATMENT
5,50,"Unwilling to practice acceptable methods of birth control (both males who have partners of childbearing potential and females of childbearing potential) while screening, taking study drug and 30 days after the last study drug dose; ",0,birth control,TREATMENT
5,51,Women who are pregnant or breastfeeding; ,0,,
5,52,"Patient is, in the opinion of the investigator, unable to comply with the requirements of the study protocol or is unsuitable for the study for any reason; ",0,the study protocol,TEST
5,52,"Patient is, in the opinion of the investigator, unable to comply with the requirements of the study protocol or is unsuitable for the study for any reason; ",0,the study,TEST
5,53,Known hypersensitivity to any component of the study drug.,0,Known hypersensitivity,PROBLEM
